age,education_level,experience_years,department,job_level,manager_tenure,projects_completed,story_points_completed,billable_hours_ratio,avg_task_delay_days,on_time_delivery_rate,bug_count,code_review_score,defect_density,training_hours,certifications_count,sick_days,unplanned_leaves,peer_feedback_score,manager_score,kudos_count,promotions_last_2_years,salary_percentile,performance_score,performance_band
22,Bachelor,0,IT,5,7,2,32,0.4631132750777843,1.9523267950175214,0.6074971421857563,41,3.462447807689436,7.897282618079623,84,9,8,4,1.701819880787764,1.0693837074148718,0,2,10.08047848685576,0.37600940969556657,Low
33,PhD,10,Sales,1,17,12,63,0.8691994031372077,10.717586244273075,0.61470469518492,34,1.3801858346467424,2.1522064526637887,2,4,0,0,4.224838620689733,4.975990933654685,11,2,14.052372418008584,0.44473261691823535,Low
26,Master,2,Finance,1,9,8,74,0.7119018683174165,19.075545771475593,0.40507089763747633,30,4.802137898112667,0.6592888935748231,78,8,7,1,4.553726820576385,3.1741609509222837,10,0,73.44924006110509,0.5128484739088607,Medium
58,Master,35,HR,2,19,7,149,0.44753416960093434,9.0675972059754,0.9035247718236754,34,4.921657440931227,5.318235108108052,84,5,0,1,4.4051553571900595,2.894523021938438,0,1,86.49685594304802,0.6131164981061504,Medium
53,Master,31,IT,3,16,2,33,0.465704333097683,-0.17587920932141454,0.41919667608659483,31,3.181826781569968,0.6212577072009573,9,5,12,9,2.7334677947873396,4.818469486016216,13,2,53.6349627899556,0.4286385619080056,Low
30,PhD,9,Operations,1,7,2,43,0.7396213251986758,11.640029336502984,0.9641079008375448,4,4.800276621093625,7.665572943667533,32,2,13,9,4.034695538747124,1.6234414703483084,10,1,28.904973294577918,0.5028368994606927,Medium
56,Bachelor,33,Sales,5,10,9,62,0.8809577152487102,5.4849058779276545,0.9352446106561724,15,1.7177809503234123,7.192114476337887,45,4,4,5,1.3903166783050778,1.756950410180993,6,1,35.131554525317554,0.4498088755807437,Low
40,PhD,18,IT,1,4,13,145,0.5909394474204086,16.83035417100855,0.7213131496515781,16,1.1016827407180996,8.81712671465297,58,9,9,0,1.1609790824770028,4.2320589962511335,1,2,34.2889329596056,0.41906249454568945,Low
37,PhD,14,Operations,5,12,13,27,0.4808103003893145,7.562919262962344,0.7261573449467753,31,1.1576381411615597,6.395620980339606,51,6,7,3,4.0129456572350435,2.043324320100035,14,2,32.667810380951224,0.3213365936466621,Low
24,Bachelor,2,Operations,4,4,6,66,0.9069081248374202,2.242471396729403,0.7922667537736938,37,3.3500499177071164,0.6719757075237376,5,2,5,9,2.701421097314735,4.196908425166107,7,2,24.29096718216498,0.4401064528516931,Low
41,Bachelor,17,Finance,4,12,5,121,0.7684878042255844,2.2043236992051884,0.6322300071609321,31,1.2465675337472941,2.531521254896174,1,1,6,4,4.982197058958277,2.08613393163401,19,0,60.88670946292331,0.38358448225002584,Low
45,Bachelor,21,Finance,5,5,10,14,0.6136598410981535,14.912811975865527,0.7883333700387133,19,4.834182427296348,8.079318445627193,28,4,10,1,1.3890168634221296,1.132750520900006,14,2,90.04053185650672,0.4411450911709027,Low
54,Master,32,Finance,3,4,6,163,0.6415301366955113,3.8429271627619173,0.42686103321309216,47,1.5677328430375943,1.6713241731358774,39,2,7,1,4.422510726140935,3.068058895546864,7,1,30.708241308334117,0.3523269151056806,Low
45,Bachelor,21,IT,1,8,9,167,0.4429795275554774,14.879134671502907,0.43242857640983595,1,2.2188912242119145,6.9848046781488735,96,4,12,6,2.919932262115967,1.7867457365074455,9,1,18.66942974614121,0.43433154575045685,Low
32,PhD,10,IT,1,15,11,191,0.7387618410453907,2.5295208368651867,0.6743382517717267,19,4.290071207993394,7.802593309204779,60,8,5,6,4.308600782015509,4.031385171729884,18,0,83.85776663714249,0.6308902618611505,Medium
29,Bachelor,5,Sales,4,1,7,22,0.551119757380022,5.077100111428807,0.729773380663621,46,1.8749612924163723,3.301117978552411,67,9,10,5,4.268509128680579,3.5647985329285925,2,2,74.17833308897033,0.4079572976546394,Low
57,PhD,35,Finance,5,0,10,92,0.9969516236720444,8.240713393673387,0.9326905842014914,17,1.9718738338182824,3.222974734029085,67,0,5,0,4.663968005448309,4.694410671911671,19,2,93.08370315599105,0.5706828250343352,Medium
59,Master,35,Operations,1,7,10,38,0.6361284606833215,18.750308693255917,0.4627963803447378,0,3.569235823164073,5.578026812091469,28,3,10,2,2.191400045144411,4.131953429062944,13,0,16.551973560490964,0.380222447097615,Low
41,PhD,20,HR,1,18,14,12,0.6401199243327291,18.498091344584143,0.8935887563163336,28,2.104344353957049,8.612863327547638,61,9,5,8,4.799197413848012,1.7231038193629074,8,0,14.425131411659153,0.41670270568539414,Low
56,PhD,33,Sales,3,10,9,99,0.6960962511874702,2.551181259290331,0.5260284023752417,28,1.8697905360308011,2.2390620191348054,59,4,4,9,1.6066678414304811,4.200632946659185,8,2,54.14293943049967,0.3775674954499564,Low
46,Bachelor,23,IT,2,11,4,113,0.9417292021831227,5.880818907347601,0.6364501891060191,18,2.01671085722263,9.412581960424028,83,1,7,0,1.327875110373962,3.566948179256093,5,2,61.443365483509524,0.45318403870554036,Low
56,Bachelor,35,Sales,4,11,2,132,0.8605726699018252,1.286786545982991,0.5899614608964477,43,2.9625899973629073,5.991186848201082,40,1,12,1,2.7264620694893966,3.6758065670424998,7,1,48.017344185958954,0.44826693147266655,Low
46,PhD,23,Sales,4,6,12,195,0.615791048858489,9.219671744896937,0.6400931637192394,39,4.864399490925928,9.921264713522762,86,0,1,7,4.313291874567371,4.329051543880595,10,2,59.89666363238755,0.5728146024187083,Medium
50,Bachelor,26,Sales,2,12,8,85,0.8030894861809572,8.132816115282665,0.49029729884355133,5,4.328951766244913,0.8961372399532264,81,7,6,6,2.8936845225337824,3.295296276755761,7,2,18.037976887507135,0.5622576856950249,Medium
39,Master,17,Sales,1,7,4,139,0.7103648491465331,17.816723573916114,0.7021420446421329,43,2.1384410582407085,1.2656213650675907,88,1,14,8,4.317146710122056,2.8640140574120516,11,1,47.96137541640834,0.45315726648693705,Low
39,Master,17,HR,3,8,13,117,0.6446569340908742,18.460118311403598,0.8809855538988204,38,2.453492833992391,8.266418037134827,64,2,3,9,3.918747223177221,3.546564141434912,9,1,65.80925609396678,0.45089539479572677,Low
23,Bachelor,1,Finance,3,6,9,165,0.43462104094904536,6.438482602160427,0.6649204062273382,49,2.8580490020163096,8.647558956038493,63,1,0,3,1.8377135445557342,2.1918297158334363,3,1,43.270644924870375,0.3575042156748983,Low
56,Master,35,Operations,4,14,4,91,0.6247553844184236,8.818234746417767,0.6943681455389195,45,4.9157185880679615,4.454586883709339,78,3,12,3,4.795526499597855,1.7303885243483972,15,1,67.94473358165979,0.47300384968123094,Low
37,Bachelor,14,Sales,3,1,8,86,0.4720730109158022,17.717197481214928,0.9092605511687886,7,1.6895618733428628,7.14071176142335,62,0,4,6,1.2431246745176137,3.4663513522849856,19,0,45.11912805538396,0.3900288086236766,Low
57,PhD,33,Sales,2,19,9,11,0.9403895048961581,15.747571770391353,0.8236348687828186,23,2.4299324139675313,8.675572874455385,97,2,2,0,4.59311883017518,1.9353934763419107,5,1,33.35995808422773,0.5448604399430308,Medium
54,PhD,30,Sales,1,11,13,136,0.5347847694474428,-1.919561150417716,0.6942726451118708,19,3.91770437593086,0.4312778821882868,47,4,3,9,2.217773795961496,1.319660437386427,8,0,30.360504708709236,0.41640183672979825,Low
25,Master,4,Finance,2,0,9,144,0.9665848101733605,5.041310412038815,0.5546173889135078,13,4.855774937075774,5.739504229932586,19,9,6,8,3.000592332657597,1.0022167383410157,4,1,41.0902058988588,0.46907069057004236,Low
54,Bachelor,30,IT,5,7,10,35,0.6731387030662979,7.2790333225947705,0.93095604810698,4,1.6227008510569507,8.534806665264895,36,0,4,1,2.689407490802938,3.4332776056002685,5,1,2.3089622682200828,0.4516610633903819,Low
35,Bachelor,11,IT,4,4,4,97,0.7420810650733122,3.0537582410310975,0.746212241014335,40,1.909519816777383,3.9815494458477496,63,3,13,0,1.6873382276676647,2.4485951339209473,16,1,66.85251384461137,0.3945901322109967,Low
42,Master,18,HR,3,14,1,25,0.6800583111425293,2.3905755497106522,0.532688566066416,39,1.902778697561721,3.0238360611242685,90,5,14,6,2.4325874656067725,4.0092438826938235,16,2,84.51056409802618,0.4810826546736649,Low
41,PhD,17,IT,5,0,3,160,0.3905664318766906,-1.1687408548950473,0.5614718515828062,33,1.083728117968294,7.957066850948376,85,3,3,5,1.771737745171181,2.50070559325241,12,0,35.462709444311855,0.28379198676798967,Low
29,Master,6,Sales,3,0,9,177,0.5630748533055586,12.154133951534732,0.8818798533617476,15,3.416462499923798,3.357865835028362,4,6,0,2,1.8155459018420954,2.944013792952907,16,1,4.603313614171856,0.4734081285479217,Low
28,PhD,4,Sales,1,9,4,197,0.3694022785943367,3.775226390629644,0.4264873372524733,44,3.6828122965835752,0.0317429818450321,33,6,5,0,1.7482273441055214,2.6283398912615397,13,2,98.67755973855577,0.2624913475497447,Low
24,Bachelor,2,Sales,1,9,5,82,0.7360678309283673,-0.848362074511112,0.995255312217292,6,3.4101035605010135,9.595725876290658,38,5,10,4,2.956069521386377,3.6022991644373845,1,0,26.369825545106696,0.5816950110130736,Medium
38,PhD,17,HR,1,14,7,41,0.6128119366403072,3.0815448316174,0.4782110078288751,15,1.2852919576512574,5.921232363510185,66,8,9,9,4.191725470045262,2.424556648059873,18,0,12.6621121690773,0.3872101813519528,Low
54,Master,31,Sales,3,16,5,24,0.8445894800996556,15.642106962394784,0.8776411152381625,6,1.2769205029825268,8.195179187100711,80,1,5,3,3.275880135044964,4.855070599769236,2,2,36.97525079730279,0.5690934175023183,Medium
33,Bachelor,9,IT,5,5,4,150,0.4543293366995589,16.732761996224028,0.6368651900630098,26,1.841546217976496,8.253015623427146,61,9,6,4,4.572826354203368,4.7445879463941205,1,0,73.85570406335566,0.429075702782901,Low
43,Master,20,Finance,1,2,2,14,0.4151962409005344,8.627457394252659,0.6953297099724801,13,2.1611780627956585,0.6641042037273281,87,7,0,0,3.5461779543068968,4.392111610629126,1,2,29.39165968905657,0.527887667246232,Medium
43,Master,19,Finance,5,12,2,83,0.5844325616746374,7.1535547489910964,0.9283903464787467,13,4.1461746236401895,1.708601993864648,23,7,13,0,3.7573604625304178,4.681201082290992,6,1,57.47032039194878,0.5776985324038105,Medium
51,PhD,29,Operations,3,15,13,61,0.9486097682528667,19.512781257039197,0.647746713753528,43,1.6375610629956845,3.111206807596474,2,9,3,4,3.6704289189080126,2.796558753837564,3,2,41.55599944371422,0.3064275642030221,Low
59,Master,35,IT,5,7,13,86,0.7972952705086882,2.412422510937538,0.7224962522039406,32,1.1763688655901285,3.2069928504132283,70,3,11,5,2.7978367727349647,3.1457215871579685,16,0,11.776399227661848,0.4519989914617194,Low
59,PhD,35,Sales,3,14,4,178,0.5932465373550431,2.7379042228013866,0.429579797445502,32,2.5759500308522205,6.587861176809129,88,5,8,4,3.757355288800331,3.968370370232978,5,0,33.028701249211025,0.43061425390168956,Low
29,Bachelor,5,Finance,3,16,10,190,0.6620905188280173,4.421077894800795,0.40140848432047194,43,2.6655686805676813,6.231329207526848,66,5,14,1,1.2788309858758447,3.7845836997541644,6,1,72.48705057140667,0.3318867663425603,Low
48,PhD,24,IT,4,16,13,119,0.3589491078239688,1.800661002183921,0.5468799238010356,19,2.803629352755817,4.945897780098138,78,4,11,8,4.4394058876626525,4.562714382421883,19,2,61.20038973314457,0.4880553513595206,Low
48,Bachelor,24,Finance,3,12,10,187,0.9892031274632791,6.346043160492105,0.8083498557512604,46,4.307614176107874,2.1126373230876796,92,0,13,4,4.111248573775669,3.865324109026781,5,1,11.9778379883561,0.5808149724077055,Medium
55,PhD,34,Sales,3,16,13,152,0.7664851132864432,18.038352993774584,0.472758936015482,35,1.3920216594837669,3.819834696903034,49,2,9,4,1.9809198329267153,4.991538832913842,8,2,16.332240971430856,0.36219622064684165,Low
42,Master,21,Finance,2,5,9,115,0.4997828479243957,11.537652493828634,0.4682571752827297,6,3.8157683296878484,5.435939684651695,28,6,5,9,4.07212981701633,2.394023199326364,19,2,64.07333593074455,0.38028218319530144,Low
51,PhD,29,Operations,1,16,8,136,0.710065875950671,7.0628240694698,0.646576364821542,31,2.351782284181163,4.679853661039419,73,7,1,8,1.050570405600074,4.331990968957672,3,2,81.34154143208688,0.4243763697032465,Low
54,PhD,33,Operations,4,15,3,16,0.37663765624829576,18.557037480566727,0.7887022231649359,47,2.23992054574188,1.2729253309507838,31,1,3,2,1.8689862899235217,3.790539291330657,4,1,34.94744959581693,0.30240222171757475,Low
49,Bachelor,25,Finance,4,13,14,49,0.9760856681653085,-0.9337868855319089,0.8272431953487582,2,4.730172504343919,6.4951049350192385,86,2,5,4,1.2605489546835837,3.7655457808600743,18,1,59.53107518434501,0.6206718959660271,Medium
54,Master,32,IT,4,12,9,165,0.42234949151835616,2.6260759138409497,0.5070704044590248,38,1.9938740976669682,0.7305177681066055,38,3,3,4,4.120907666471579,2.3033423793799956,9,0,17.064358875210527,0.3638355537509674,Low
26,PhD,4,IT,2,5,14,169,0.7536212226386498,10.449549312238698,0.44775288842322547,28,3.5701273413574652,3.781946830810803,8,4,14,1,4.023496604713548,4.14240716969209,17,1,31.137633690532386,0.45140566718231284,Low
40,Master,18,IT,3,2,5,108,0.4718181237772513,11.542157710249942,0.9642382203673265,23,2.1005110295043683,7.100293476752291,13,2,9,3,4.254544095207322,4.601504089390397,14,2,2.02702056730526,0.4869144192004377,Low
25,PhD,1,Finance,1,13,11,152,0.802292967853975,-1.1297348556225109,0.5563998295372611,21,3.0285755305615405,0.2002353451970651,67,4,6,1,1.0179267733021153,1.8741938460822518,0,2,76.82759477995226,0.39057945819696605,Low
56,PhD,33,IT,5,13,3,94,0.8437749570681967,6.866852673956908,0.9120078985652343,5,4.145171570385111,5.699828190453161,63,7,11,4,3.004930906713632,3.5019873484668165,4,2,40.10098197729668,0.6471925639194207,Medium
38,Master,14,Sales,3,14,5,74,0.7713938102380028,12.2813872262792,0.918094870277691,47,4.526890094065042,3.345209741432973,19,7,12,9,3.819344790069346,2.568539316411101,4,1,81.61255736539539,0.5136684664138911,Medium
49,PhD,28,Operations,2,7,13,141,0.7301496221786348,13.357552020874834,0.8635135550575267,23,4.354788961180201,0.08831843422734464,27,1,2,1,1.6216045149560618,4.958192477179509,7,0,70.83729960227262,0.5196283643629929,Medium
51,Master,30,Sales,3,14,10,20,0.924728365766408,12.039077855357924,0.5013001639915421,39,3.3287229445785593,1.9038327106097186,13,5,5,9,3.5991629100504987,2.9153312633267263,19,1,82.8744265728477,0.4103862058640609,Low
50,PhD,26,IT,3,12,13,117,0.3550386976928306,5.05239093594034,0.8930808755525201,22,1.9952652613528885,9.409461932706545,43,3,12,8,1.3364403972387429,1.9132806951877708,14,0,28.56586695828828,0.3843847503209057,Low
27,Bachelor,3,Sales,2,16,4,35,0.5316403360461366,0.057442719154009225,0.8615503355449521,37,3.644933533047463,5.2114890550509045,97,8,14,9,1.7253034244172527,2.52743050088733,16,1,18.510873042784525,0.5151812145381401,Medium
56,Master,34,IT,4,2,8,198,0.47380123574159216,7.396473821225349,0.7580337940637303,9,3.839620183118432,9.972272046291318,76,9,11,5,2.903187259978404,3.615353559266505,18,2,97.19056826516706,0.5464269769871092,Medium
58,PhD,34,Finance,4,5,13,174,0.9916097734457952,0.8325976220972207,0.6023212211013717,15,1.0427679604540057,5.248167503647412,94,1,3,7,3.614260610724408,1.304357485398305,12,0,71.73277870408695,0.4538209188997955,Low
45,PhD,23,Sales,1,4,12,160,0.5725728457668113,18.847720487454676,0.5575051625599264,10,2.7568420437274983,5.439364122902682,96,7,2,8,1.5834765078155844,3.4144076808849504,9,1,83.40422679266703,0.42012567440047544,Low
50,Bachelor,29,Finance,1,16,5,94,0.8128288894682791,8.453759052497821,0.4731335272482154,31,4.373048171287057,3.9184301293285237,38,0,11,7,1.7408933233237516,4.724899036715592,16,2,1.3133373709933727,0.4664803141189343,Low
52,Master,30,Finance,4,1,10,177,0.7793076147167032,4.9797018358510865,0.7058542401405228,44,2.9583503849721895,3.100404187314143,27,5,2,4,1.817785468262652,4.401451150631402,4,0,35.446162029588656,0.45825677955776134,Low
56,PhD,32,HR,5,14,12,160,0.44845686623416436,14.858689564615801,0.7511565253059079,5,2.2455017686532845,2.515455531329448,63,9,13,4,1.954803218795914,1.2706941466319335,17,0,74.28166905773317,0.43272669756457066,Low
54,Bachelor,33,IT,3,4,8,132,0.4672983761480859,8.954869036809805,0.6156033943094723,23,4.487191084098651,3.4342061613067387,88,0,1,5,1.906215394105165,4.973559514956273,16,2,7.7982832989983315,0.5087017668362753,Medium
42,PhD,19,Operations,5,19,9,153,0.49689919448712383,4.820748528273901,0.6852154406085211,32,1.6235227901192228,4.598510809004321,31,1,10,0,2.580596433990547,3.7949076948155165,3,2,56.733992956893566,0.3300940562546271,Low
53,Master,31,IT,3,5,4,198,0.5877890947815654,15.86329033259764,0.61810867442156,11,1.8257809296648015,1.9199195023079008,8,2,2,7,3.6151586033468917,1.6491232972560947,6,1,42.907276745500326,0.275265077412146,Low
44,PhD,23,Operations,4,5,7,77,0.46402754595536877,17.077347322024682,0.7846036343924208,26,3.7494894677445334,2.2487509180569587,27,8,12,1,2.7521271325378787,1.049664356677694,4,1,1.7616507141107296,0.39898339560117624,Low
54,PhD,32,IT,1,17,2,113,0.31375603792279344,12.806179658350894,0.940755524677938,37,2.4097437661063,2.7154476866843913,94,4,11,5,4.103895634999553,1.6851305451686054,7,2,23.59755771194514,0.47106154007320933,Low
24,PhD,3,Finance,1,17,6,89,0.9155751397650367,-0.9667827070313195,0.49835215722816695,17,3.8520673429351158,4.492598919308391,16,9,13,8,3.877074023794459,4.352703682742954,7,1,28.47919890667142,0.5594133493196372,Medium
39,PhD,18,Sales,5,3,8,168,0.9759268819666187,10.459103363663706,0.628845285941874,44,1.6308144850379676,6.528133668142431,86,9,9,2,1.5061076561963027,1.086557299780655,10,2,11.185994634632246,0.31627329968319906,Low
46,Bachelor,24,Sales,1,16,12,62,0.5390992709220975,14.792488063940194,0.4845211623705168,38,2.0090763584033837,8.561461502862873,76,1,0,1,1.1953664932829757,1.9325892144723462,8,2,63.15369097426604,0.30447988131015147,Low
52,Bachelor,29,HR,4,13,7,115,0.536954815597831,1.0030662658388079,0.7749662622446992,12,1.626589513454534,2.871318371871433,54,9,14,9,4.511766255998424,4.029222381339501,18,1,24.239787625188903,0.5900009517618474,Medium
24,Master,3,Operations,5,13,7,162,0.3049642689420597,3.0307565304612734,0.8373223056931575,39,4.811641254254038,1.8372834034143737,9,4,2,4,1.3193242662514937,3.3444421435925404,18,1,27.761949961938836,0.4057908449606037,Low
45,Bachelor,24,Operations,3,12,8,53,0.7761754818312618,17.414892311499003,0.9591476395584735,29,2.6216158434036965,3.7884746485055496,79,4,8,8,1.5933567228788523,4.130942841440767,8,0,89.82385982001475,0.5108362692463615,Medium
53,Bachelor,32,Operations,1,6,7,149,0.87780792702404,-1.5573221192323712,0.567323155756579,48,2.348879639640904,8.943830763718557,5,0,3,5,1.0885331022324722,3.9846020153071517,19,0,46.71230926931395,0.35363669284505767,Low
43,Master,20,Finance,2,11,5,99,0.40262581025200217,14.559997032171474,0.9701267235192581,40,1.0568086246830588,0.09860728337139468,47,2,14,7,3.513345461194615,1.202405548487219,16,1,39.21281469692723,0.33657024657262824,Low
44,Bachelor,21,Operations,1,14,7,110,0.4117664445570055,8.423012435317304,0.4379576030924049,12,1.6136703176435496,6.778686160577454,74,4,2,7,3.3294822526333943,4.570045676376607,15,1,72.38710383147172,0.47659047805250576,Low
23,Bachelor,0,Sales,3,18,13,106,0.8530582749800064,7.828987494471351,0.7618083180187529,33,2.684543424969998,4.771600464115815,66,8,7,6,4.947614665741023,1.9081273371290748,6,1,90.96137968829122,0.4563157476512445,Low
48,Master,26,Finance,5,10,14,18,0.7314035238479013,-1.8438762851124821,0.43427963160599803,35,1.2740111702875763,1.6104621496068006,91,9,0,4,4.547729585268688,3.213569760919055,2,0,2.5036336237443835,0.4642604756746242,Low
23,Master,0,IT,3,14,10,21,0.3314023903394019,16.02676108126284,0.9362645126571669,29,3.0429573180248677,3.2102152627446667,40,0,4,1,2.643372709923639,3.5771526261111153,18,1,44.82388465553965,0.43299013335207787,Low
47,Master,25,Operations,2,11,3,78,0.7357828933235971,5.9161478140044625,0.7178854342420324,24,2.8200617538577912,2.2495004387703386,78,7,0,9,2.48634336365014,1.6745128435403815,7,0,61.07813560779473,0.4909389542594701,Low
38,PhD,14,Operations,4,2,5,191,0.5162424059906362,9.896843888611944,0.8016090104576776,1,4.068672561377408,8.778321678901223,59,0,6,9,2.1874081371199403,4.904925026803898,4,0,31.85630981259896,0.5945709861287223,Medium
54,PhD,32,IT,1,16,7,191,0.5581076088295922,12.900615099384508,0.8989443555462715,35,3.6392108056012664,4.818733839449902,76,8,4,4,1.6096276801515255,2.952623824349236,5,0,77.24077221232417,0.5270956661014269,Medium
30,Master,7,Operations,5,2,9,37,0.8388119928078162,13.457850681634147,0.4901863734903813,17,2.7837892212822952,5.630942778724927,41,5,14,6,1.5523346264080362,1.2305707823895737,1,0,97.14770702702738,0.3329591853068573,Low
50,Master,28,IT,4,18,2,65,0.8676546348708274,19.031561294173592,0.42315493716288033,4,1.8986428004202858,5.936876193370207,80,0,1,6,1.5291348320384217,4.7490481791113615,18,2,94.34273662502832,0.45890706039226536,Low
47,Master,24,Finance,3,19,4,108,0.5802496387878815,9.6894789712054,0.9273286875477113,18,3.9074542640712253,6.396171246023561,70,7,11,1,1.4564590287471142,3.3450713727730723,12,1,26.598253937994187,0.5277001244533209,Medium
56,PhD,34,Sales,5,3,12,119,0.9630070552044483,6.793830121437406,0.5889599364753595,41,3.831448413816817,4.9555569037593,27,4,13,6,1.9620481696221477,3.7967727919255054,5,1,22.6338278437486,0.42242710486223906,Low
46,PhD,23,IT,4,2,7,86,0.5845239025664506,18.981479782817573,0.4773873447562992,17,1.6131846420615497,0.1787353083631582,12,6,0,5,2.2266745212524657,3.1007031597368964,5,2,95.7490531021221,0.27576112067714953,Low
45,Bachelor,22,HR,5,15,1,112,0.8402852246610768,12.126425170561465,0.6810767422522519,31,4.6590073257016105,3.3472268691465192,80,6,10,6,4.846315884155663,4.33895181910787,1,1,45.862848743146586,0.636616628719475,Medium
34,Bachelor,12,IT,2,11,13,115,0.6387140851949813,4.559307838084224,0.7589836454176113,20,1.2576204640601727,1.838732407209912,14,6,14,7,3.313893004007543,1.1325338487728436,4,0,20.829772308469174,0.39483386805430276,Low
28,Master,4,Operations,2,7,2,118,0.9282726285654588,0.7822133988785653,0.4185823620535061,9,1.2201508355708648,6.801428429116769,35,5,6,3,4.950383098053123,2.073513461108591,10,2,70.69969636304182,0.39003996546622266,Low
57,PhD,35,Finance,1,16,9,121,0.9354328705551249,16.536199032233988,0.5649373949542527,36,1.749401670649708,0.5670465137004665,91,7,11,0,2.489867791302693,2.878593425610769,10,0,28.442032390379158,0.3634406359817534,Low
41,PhD,17,Finance,1,6,13,67,0.3611917655097587,5.9679952614713345,0.4196799245661376,48,4.637843192195085,5.638033911116443,14,8,0,7,2.830506530357764,1.3064144652548402,13,2,26.724697507105233,0.32962727738307884,Low
22,PhD,0,IT,2,10,10,87,0.9555453319171578,12.530333870017486,0.6522012335172993,21,3.079992496147687,2.1063172227430096,74,1,2,7,2.2983146366611167,3.823626677306633,12,0,87.92490430777848,0.49676681841045944,Low
29,Master,5,Sales,5,17,7,84,0.8778743890642908,8.35796122604976,0.9370600174397465,12,4.1517636826916,9.488458384670611,55,6,10,2,1.7315506035862107,2.574653656222563,7,1,16.247915337690344,0.5976979516235035,Medium
37,Bachelor,14,HR,2,0,12,51,0.8539175000188668,2.3764551554908433,0.9895914468961415,16,1.9113727523060025,3.355409421865355,94,1,14,2,1.5726588311103167,2.090671961072576,14,1,6.4392946466236385,0.4711073414236468,Low
35,Master,14,Finance,1,2,10,175,0.4406379377798657,11.237105389650232,0.7822285321021765,8,2.9608878986149634,3.2522119137463426,3,5,5,4,4.780316791231328,1.013515387233649,11,1,26.918644017168724,0.35635793692450934,Low
33,Bachelor,11,Operations,2,3,7,77,0.8635834461282654,-0.664972483084989,0.49698261627075513,23,2.433157854495529,9.233846679907238,98,1,14,2,4.9472427271950234,3.879321246999815,2,2,60.69454128382038,0.531980752750101,Medium
44,Bachelor,22,Operations,2,12,6,190,0.8950929142795256,7.093534117166229,0.9435096339995834,43,4.311314428264771,4.173479203041413,97,9,5,4,1.1796379860349262,4.335237235491447,4,1,12.308785340327056,0.5580132948648536,Medium
36,Master,14,Sales,5,5,3,42,0.5024052341179056,10.025528672600762,0.7097486939200364,13,1.0904177574369065,9.628623341857422,51,5,14,7,1.601383498927066,2.5801621427259938,5,2,47.15946722767937,0.335450507607995,Low
49,Bachelor,28,Finance,4,13,10,80,0.9665820548536266,7.59303343060874,0.4922495872617509,45,1.9753709198644214,0.24170352133503492,90,1,6,0,2.6940963692040905,3.256871908133462,1,0,62.73371104253198,0.3545725376671261,Low
55,Bachelor,32,IT,1,4,3,65,0.334902102479415,14.470787855521799,0.9530360016709968,7,1.610296897209515,3.063445752021463,9,0,10,1,1.7453339053776293,1.9107465037183937,7,1,84.87369925931739,0.29587163904473407,Low
23,PhD,1,Operations,5,15,2,114,0.40493647727299775,16.214348999996872,0.8544814304338618,36,4.436756154886277,6.661929602664312,93,6,13,1,2.455521574507533,3.4887905851205323,4,0,22.986959120225436,0.4693453602865741,Low
53,Bachelor,29,Sales,2,14,11,110,0.67630679663606,14.967347628729918,0.839023163633891,18,2.870175398775063,8.908569645276385,44,2,10,3,1.5163853994385335,1.048549833260802,16,1,81.73463233827894,0.40929700821113457,Low
44,Master,22,Finance,2,14,6,60,0.7030547297856167,-1.1461151481403535,0.8255084222766429,27,2.616880175572865,2.564055930082839,83,3,0,8,2.826047026887161,2.9545755883950338,1,0,23.49062611312386,0.4837933301059948,Low
43,Master,21,Finance,4,3,4,83,0.7516050583106324,2.270832949811389,0.5202038926578654,45,2.7979310484043194,9.304775919636683,28,5,6,1,2.086778464677037,3.576821927362769,10,2,67.67665412396406,0.36389211915391784,Low
46,Bachelor,24,Finance,1,7,5,180,0.3118783905208265,9.805365203803035,0.5266040150245157,40,4.887698202809341,5.9412146649918816,52,4,1,8,2.4076202230346433,4.672767092918936,3,1,43.06735714824551,0.47882277314344157,Low
43,PhD,21,Finance,1,15,3,130,0.9722567422354911,18.566084889763626,0.8129757990563531,29,4.401069577343696,8.01008243197916,28,3,5,6,1.3772506058509904,2.525343268489137,10,2,11.468124237867016,0.45147517809856286,Low
43,PhD,20,Finance,3,15,6,152,0.3312116649139008,16.369049051146572,0.5318336500662382,6,3.82547508740123,3.9720730430689724,22,8,12,9,2.712512202840567,4.060760811924119,8,2,71.42634628218487,0.4512063429695205,Low
27,Bachelor,3,Operations,1,3,11,175,0.40014336690638164,16.535759183739636,0.6632030180818294,25,2.1619158368930185,2.1218038256687333,56,5,7,7,4.933030443846279,3.390748119774003,5,0,21.77626185490178,0.44811238896067485,Low
36,Bachelor,13,Sales,4,12,12,152,0.3098101622682399,4.670580262712848,0.8692010953563648,39,1.660691998073791,9.112354154476932,49,5,12,0,2.315332187524761,4.708048451700322,1,1,17.662342602459148,0.4593958675955716,Low
58,Master,34,Finance,3,12,3,14,0.6968009033058662,7.4478537357314565,0.8703715108587046,45,4.685734516097813,9.331358684062186,20,1,4,4,4.50571709936974,2.5935107026377224,14,2,35.83229285893832,0.506393383497636,Medium
54,Bachelor,32,HR,3,1,14,92,0.9525868187446804,8.355530840950623,0.6719570635155159,45,2.6923020911859314,4.975751441541355,42,5,9,8,4.37279656649474,2.276381359491952,4,0,65.32902447594834,0.4365416693919286,Low
